Date,Year,Pasture,Patch,Pasture_Patch,Pasture_Patch_Year,Pasture_Patch_Year_Transect,Robel.N,Robel.E,Robel.S,Robel.W,WSG,CSG_FEAR,CSG,FEAR,CHEAT,Forbs,Legumes,Woody,Bare,Litter,Litter_dep,Panic,Seed_mix_forbs,Seed_cover_total,Sedges,SDV,TALLEST,LIT_2,LIT_3,Angle_of_O,Violets
,2014,GIL,N,GIL_N,GIL_N_2014,GIL_N_2014,2,1,1,1,0,.,3,86,.,3,3,0,1,86,2,0,0,,16,,,,,,0
,2014,GIL,N,GIL_N,GIL_N_2014,GIL_N_2014,1,1,1,2,1,.,3,86,.,16,16,0,3,63,1,0,0,,16,,,,,,0
,2014,GIL,N,GIL_N,GIL_N_2014,GIL_N_2014,1,2,1,1,0,.,16,86,.,16,16,0,3,86,1,1,0,,16,,,,,,0
,2014,GIL,N,GIL_N,GIL_N_2014,GIL_N_2014,1,2,1,1,1,.,3,63,.,38,16,0,16,63,0,0,0,,38,,,,,,0
,2014,GIL,N,GIL_N,GIL_N_2014,GIL_N_2014,1,1,1,1,3,.,16,63,.,3,16,0,38,16,1,0,0,,16,,,,,,0
,2014,GIL,N,GIL_N,GIL_N_2014,GIL_N_2014,1,1,1,1,3,.,0,63,.,16,16,0,16,63,0,1,0,,63,,,,,,0
,2014,GIL,N,GIL_N,GIL_N_2014,GIL_N_2014,1,1,1,1,16,.,16,63,.,16,16,0,16,63,1,0,0,,16,,,,,,0
,2014,GIL,N,GIL_N,GIL_N_2014,GIL_N_2014,1,1,1,1,0,.,16,86,.,16,38,0,16,63,1,0,0,,16,,,,,,0
,2014,GIL,N,GIL_N,GIL_N_2014,GIL_N_2014,1,0,1,1,16,.,38,38,.,3,16,0,38,16,1,2,0,,63,,,,,,0
,2014,GIL,N,GIL_N,GIL_N_2014,GIL_N_2014,1,1,0,1,16,.,0,38,.,16,38,0,38,38,0,1,0,,63,,,,,,0
,2014,GIL,N,GIL_N,GIL_N_2014,GIL_N_2014,0,1,1,1,16,.,16,63,.,16,16,0,16,63,1,1,0,,38,,,,,,0
,2014,GIL,N,GIL_N,GIL_N_2014,GIL_N_2014,0,0,0,0,0,.,38,38,.,16,38,0,38,16,0,2,0,,63,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,20,4,3,3,0,.,16,63,.,63,0,0,16,63,0,0,3,,16,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,20,2,3,2,0,.,0,86,.,16,16,0,1,86,2,0,0,,38,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,1,1,20,1,0,.,0,86,.,16,0,0,16,63,1,0,0,,16,,,,,,16
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,6,7,4,6,0,.,86,1,.,86,16,3,63,16,0,0,16,,16,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,3,5,6,6,0,.,16,63,.,16,0,63,3,86,2,0,3,,16,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,4,3,3,3,0,.,16,86,.,38,0,3,0,98,4,0,16,,16,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,3,4,2,3,0,.,3,63,.,3,16,16,16,63,2,0,3,,16,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,3,2,2,4,0,.,16,63,.,38,0,16,1,86,5,0,16,,38,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,1,2,4,3,3,.,3,63,.,38,16,1,3,86,2,0,16,,16,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,2,3,2,2,0,.,16,86,.,38,3,3,3,86,1,0,3,,3,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,2,2,3,2,0,.,16,86,.,16,0,0,1,86,5,0,16,,38,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,2,3,2,1,0,.,0,86,.,16,0,0,3,86,1,0,0,,3,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,2,3,1,2,0,.,0,86,.,16,3,0,1,86,2,0,0,,3,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,2,4,1,1,0,.,3,63,.,38,16,0,3,86,1,0,3,,38,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,2,1,2,2,0,.,63,86,.,3,0,0,3,86,1,0,0,,16,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,2,2,1,2,0,.,0,86,.,16,3,0,3,86,1,0,16,,16,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,1,1,3,2,0,.,3,38,.,16,63,0,63,38,0,0,0,,16,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,1,2,2,2,0,.,0,86,.,3,0,0,1,86,2,0,0,,16,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,1,3,1,2,3,.,3,86,.,16,3,0,16,63,0,0,16,,16,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,1,2,1,2,0,.,0,86,.,3,1,0,16,63,3,0,0,,16,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,3,1,1,1,0,.,0,86,.,16,16,0,16,63,1,0,0,,16,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,1,2,2,1,0,.,0,86,.,38,1,0,3,63,1,0,0,,16,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,2,1,2,1,0,.,16,63,.,16,16,0,3,63,2,0,0,,16,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,1,1,2,1,0,.,0,86,.,3,16,0,16,86,1,0,0,,16,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,1,1,2,1,0,.,0,86,.,16,0,0,1,86,2,0,0,,16,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,2,1,1,1,3,.,0,63,.,38,16,0,3,86,1,0,16,,16,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,1,1,1,1,0,.,63,63,.,16,16,0,16,63,0,0,0,,38,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,1,1,1,1,0,.,0,63,.,38,16,0,16,63,0,0,16,,38,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,1,1,1,1,0,.,0,63,.,16,0,0,3,63,0,0,0,,16,,,,,,0
,2014,GIL,S,GIL_S,GIL_S_2014,GIL_S_2014,1,0,1,0,0,.,16,38,.,16,0,1,38,38,0,0,0,,38,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,4,1,1,3,3,.,0,38,.,38,16,0,38,16,0,0,16,,38,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,2,2,2,2,63,.,0,16,.,16,38,0,63,3,0,0,3,,3,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,3,1,1,3,38,.,16,3,.,38,3,0,86,16,0,0,16,,16,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,1,2,2,2,0,.,0,86,.,3,16,0,16,38,0,0,0,,16,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,2,2,1,1,63,.,63,16,.,16,38,0,63,16,0,0,3,,3,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,2,2,1,1,16,.,0,38,.,3,16,0,38,16,0,0,0,,3,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,1,3,1,1,38,.,0,16,.,3,16,0,63,16,0,0,0,,16,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,1,2,2,1,16,.,38,16,.,16,63,0,38,3,0,0,3,,16,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,1,2,1,1,38,.,0,16,.,16,3,0,63,16,0,1,16,,16,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,1,1,1,1,3,.,0,63,.,3,63,0,38,38,0,0,3,,3,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,1,1,1,1,38,.,98,3,.,3,16,0,86,16,0,0,0,,16,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,1,1,1,1,38,.,0,16,.,0,38,0,63,16,0,0,0,,3,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,1,1,1,1,16,.,0,16,.,3,3,0,86,3,0,0,0,,16,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,1,1,1,1,38,.,0,3,.,3,16,0,86,16,0,0,3,,3,,,,,,3
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,1,1,1,1,16,.,0,16,.,3,63,0,38,16,0,0,0,,3,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,1,1,1,1,38,.,0,1,.,16,3,0,86,3,0,0,0,,0,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,1,1,1,1,38,.,0,3,.,3,63,0,38,16,0,0,3,,3,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,1,1,1,1,38,.,0,16,.,3,16,0,63,16,0,0,0,,1,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,1,1,1,1,16,.,0,38,.,3,38,0,38,16,0,0,0,,3,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,1,1,1,1,3,.,16,16,.,3,98,0,16,16,0,0,0,,3,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,1,1,1,1,16,.,0,63,.,3,38,0,63,16,0,0,0,,0,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,1,1,1,1,16,.,0,38,.,16,63,0,38,38,0,0,0,,16,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,1,1,1,1,38,.,0,16,.,16,3,0,86,16,0,0,3,,3,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,1,1,1,1,16,.,0,3,.,16,3,0,98,3,0,1,16,,16,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,1,1,1,1,16,.,98,3,.,16,3,0,86,3,0,0,16,,16,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,1,1,1,1,38,.,0,3,.,16,16,0,98,3,0,1,3,,16,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,1,1,1,1,3,.,63,16,.,16,38,0,38,16,0,0,3,,16,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,1,1,1,1,3,.,63,63,.,16,3,0,63,38,0,0,3,,38,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,1,1,1,1,16,.,0,38,.,3,3,0,86,16,0,0,1,,3,,,,,,0
,2014,KLN,C,KLN_C,KLN_C_2014,KLN_C_2014,1,1,1,1,3,.,0,38,.,16,3,0,63,16,0,0,0,,16,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,3,5,5,3,0,.,0,63,.,38,0,0,16,86,5,0,0,,38,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,3,5,3,4,16,.,3,63,.,63,0,0,3,98,1,0,63,,3,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,2,3,4,4,0,.,3,16,.,38,3,0,16,63,0,0,0,,86,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,3,4,3,2,16,.,0,98,.,16,16,0,3,98,4,0,0,,3,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,3,3,2,3,0,.,3,63,.,16,3,0,3,98,1.25,0,0,,38,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,3,3,2,2,0,.,0,63,.,3,0,0,0,86,1.25,0,0,,38,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,2,3,2,3,16,.,0,16,.,16,3,0,38,63,0,0,3,,63,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,2,3,2,3,0,.,0,86,.,16,0,0,38,38,0,0,0,,38,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,3,2,3,2,16,.,0,63,.,3,16,0,3,98,2.5,0,3,,63,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,3,1,2,3,0,.,0,38,.,3,86,0,0,86,0.5,0,3,,16,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,4,2,1,2,16,.,0,38,.,16,38,0,16,86,0.5,0,3,,38,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,3,3,1,2,16,.,0,86,.,16,1,0,16,86,0,0,16,,16,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,3,2,1,2,3,.,0,63,.,3,16,0,16,86,0,0,3,,16,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,1,1,2,3,0,.,0,86,.,16,16,0,16,63,0.25,0,0,,16,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,2,2,2,1,16,.,16,86,.,3,3,0,16,38,0,0,0,,16,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,2,2,1,2,16,.,0,38,.,16,38,0,16,86,4.5,0,0,,38,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,3,1,2,1,16,.,0,16,.,16,86,0,38,38,0,0,3,,3,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,1,2,1,2,1,.,0,63,.,16,38,0,16,63,0.5,0,0,,38,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,2,1,2,1,3,.,3,16,.,16,86,0,16,63,0,0,0,,86,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,2,1,2,1,16,.,38,16,.,16,63,0,38,38,0,0,0,,16,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,1,1,1,2,38,.,98,16,.,16,16,0,38,38,0,0,16,,38,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,1,2,1,1,3,.,3,16,.,16,86,0,16,38,0,0,3,,16,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,1,2,1,1,0,.,0,63,.,3,16,0,3,86,1.25,0,0,,16,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,1,1,1,2,16,.,63,38,.,3,38,0,38,38,0,0,3,,16,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,1,1,1,1,0,.,0,16,.,0,0,0,63,38,0,0,0,,0,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,1,1,1,1,16,.,0,16,.,3,63,0,38,63,0,0,0,,16,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,1,1,1,1,3,.,0,38,.,3,16,0,16,63,0,0,3,,38,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,1,1,1,1,3,.,0,63,.,3,3,0,16,86,0,0,0,,38,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,1,1,1,1,16,.,16,16,.,16,16,0,38,38,0,0,16,,16,,,,,,0
,2014,KLN,E,KLN_E,KLN_E_2014,KLN_E_2014,1,1,1,1,3,.,0,16,.,0,98,0,16,16,0,0,0,,0,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,3,4,5,3,63,.,0,16,.,16,16,0,16,86,1,0,0,,16,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,2,3,5,3,38,.,3,16,.,16,3,0,16,86,0.75,0,0,,16,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,2,2,4,4,3,.,0,38,.,16,1,0,16,86,1.5,1,1,,16,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,3,3,3,3,38,.,0,16,.,38,0,0,38,38,0,0,3,,16,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,2,4,3,3,0,.,0,63,.,16,0,0,16,86,0.5,0,0,,16,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,2,4,2,2,38,.,0,16,.,16,3,0,16,86,0,0,3,,3,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,1,3,3,3,16,.,0,63,.,16,3,0,38,38,0,0,3,,16,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,3,3,2,2,38,.,0,38,.,16,3,0,3,86,0,0,0,,16,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,3,3,2,2,38,.,16,38,.,3,0,0,16,86,0,1,0,,16,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,2,2,3,3,0,.,0,86,.,16,3,0,3,86,0.25,0,0,,16,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,2,2,2,3,38,.,63,16,.,16,16,0,38,63,0,0,16,,16,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,2,3,2,2,0,.,3,16,.,16,16,0,3,86,4,0,0,,86,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,4,1,1,3,0,.,0,16,.,16,3,0,16,86,0,0,0,,63,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,2,3,2,2,16,.,0,38,.,3,0,0,16,86,1,0,3,,38,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,2,2,2,3,0,.,0,38,.,16,3,0,16,86,0,0,0,,38,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,1,2,3,2,3,.,0,38,.,16,3,0,16,86,2,0,0,,16,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,1,3,2,2,16,.,0,16,.,16,0,0,16,86,0.5,0,0,,86,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,3,2,1,2,0,.,0,38,.,16,0,0,16,86,1,0,0,,38,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,2,2,2,2,63,.,0,3,.,16,3,0,16,86,0,1,3,,3,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,2,2,2,2,63,.,0,16,.,3,3,0,16,86,0,0,3,,3,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,1,1,3,2,63,.,0,3,.,16,3,0,63,38,0,0,3,,0,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,2,2,1,2,38,.,0,16,.,16,3,0,38,38,0,1,16,,38,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,2,2,1,2,0,.,0,63,.,16,3,0,38,63,1.25,0,0,,3,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,1,1,2,2,38,.,0,16,.,16,3,0,38,63,0,0,16,,3,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,1,3,1,1,0,.,3,63,.,16,16,0,38,63,0,0,0,,38,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,2,2,1,1,0,.,0,63,.,3,16,0,16,86,1,1,0,,16,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,1,1,2,1,3,.,0,38,.,3,3,0,16,63,0,1,0,,38,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,1,2,1,1,38,.,0,0,.,16,3,0,38,63,0,0,3,,3,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,1,1,1,1,38,.,0,3,.,63,3,0,63,16,0,1,0,,3,,,,,,0
,2014,KLN,W,KLN_W,KLN_W_2014,KLN_W_2014,1,1,1,1,0,.,0,0,.,3,3,0,38,63,0,1,3,,16,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,12,20,5,20,0,.,0,0,.,38,0,63,0,86,0,0,0,,38,,,,,,16
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,9,8,10,11,3,.,0,0,.,63,0,0,38,38,0,0,38,,3,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,5,9,9,6,86,.,0,0,.,16,16,0,16,86,0.5,0,16,,16,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,7,7,7,8,0,.,0,0,.,86,0,0,0,86,0.5,0,16,,63,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,5,7,7,6,38,.,0,0,.,86,3,0,16,86,0,0,38,,16,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,4,8,6,6,0,.,0,0,.,63,0,3,38,38,0.25,0,16,,16,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,7,5,4,7,16,.,0,0,.,86,3,0,16,86,10.25,0,38,,16,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,6,5,6,6,16,.,0,0,.,86,0,0,16,63,0,0,86,,16,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,7,6,6,4,0,.,0,0,.,38,38,0,3,98,9,0,16,,16,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,6,6,5,4,16,.,0,0,.,16,63,0,3,98,4.5,0,38,,16,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,6,5,5,5,16,.,0,0,.,63,0,0,16,86,0,0,16,,16,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,5,6,5,5,0,.,0,0,.,38,0,0,3,86,3.5,0,3,,63,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,5,6,3,6,16,.,0,0,.,38,16,0,16,86,1,0,16,,16,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,8,4,3,5,38,.,0,0,.,16,38,0,0,98,4.75,0,16,,16,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,5,5,5,5,86,.,0,0,.,16,3,0,38,63,0,0,3,,0,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,5,5,4,6,0,.,0,0,.,38,0,0,16,86,1,0,16,,63,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,5,5,4,5,38,.,0,0,.,38,16,0,16,86,0,1,16,,16,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,5,5,4,5,0,.,0,63,.,63,0,0,0,98,4.25,0,16,,3,,,,,,3
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,5,5,4,4,38,.,0,0,.,16,38,0,16,0,10,0,16,,0,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,5,4,4,5,63,.,0,0,.,16,16,0,0,98,10,0,63,,3,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,4,5,5,4,3,.,16,0,.,63,0,0,16,86,0,2,16,,16,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,4,5,3,5,16,.,0,0,.,63,38,0,3,98,5.25,0,63,,0,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,3,3,4,6,63,.,0,0,.,16,3,0,16,86,9.25,0,1,,0,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,3,5,4,3,16,.,0,16,.,16,16,0,16,86,0,0,3,,63,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,3,3,3,4,0,.,0,0,.,16,16,0,63,38,0,0,16,,38,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,3,2,3,4,63,.,0,0,.,16,3,0,0,98,3.5,0,16,,16,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,3,4,2,3,38,.,0,0,.,16,16,0,16,86,5,0,16,,0,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,3,2,3,3,63,.,0,0,.,16,0,0,38,38,0,0,3,,0,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,3,3,3,2,3,.,0,0,.,16,16,0,63,38,0,0,3,,38,,,,,,0
,2014,KLT,E,KLT_E,KLT_E_2014,KLT_E_2014,3,3,2,2,3,.,0,0,.,16,16,0,16,86,0,0,16,,63,,,,,,0
,2014,KLT,S,KLT_S,KLT_S_2014,KLT_S_2014,11,13,14,13,0,.,0,0,.,63,16,0,16,86,4.5,0,16,,38,,,,,,0
,2014,KLT,S,KLT_S,KLT_S_2014,KLT_S_2014,9,9,9,10,0,.,0,0,.,16,0,0,0,98,2,0,0,,86,,,,,,3
,2014,KLT,S,KLT_S,KLT_S_2014,KLT_S_2014,4,9,13,7,0,.,0,0,.,38,0,38,86,16,0,0,0,,38,,,,,,3
,2014,KLT,S,KLT_S,KLT_S_2014,KLT_S_2014,7,8,8,8,16,.,0,3,.,16,38,38,3,98,11.75,0,3,,38,,,,,,0
,2014,KLT,S,KLT_S,KLT_S_2014,KLT_S_2014,6,7,8,6,16,.,63,0,.,86,0,38,63,38,0,1,16,,3,,,,,,0
,2014,KLT,S,KLT_S,KLT_S_2014,KLT_S_2014,6,8,5,6,63,.,0,0,.,16,16,0,0,98,7,0,16,,0,,,,,,0
,2014,KLT,S,KLT_S,KLT_S_2014,KLT_S_2014,9,5,4,7,0,.,0,16,.,0,0,0,0,98,1.5,0,3,,98,,,,,,16
,2014,KLT,S,KLT_S,KLT_S_2014,KLT_S_2014,7,7,5,5,38,.,0,0,.,38,16,0,0,86,0.25,0,16,,16,,,,,,0
,2014,KLT,S,KLT_S,KLT_S_2014,KLT_S_2014,5,6,7,6,0,.,0,0,.,38,16,0,16,63,0.5,0,16,,16,,,,,,0
,2014,KLT,S,KLT_S,KLT_S_2014,KLT_S_2014,9,4,6,5,63,.,0,0,.,16,16,0,0,98,4,0,16,,3,,,,,,0
,2014,KLT,S,KLT_S,KLT_S_2014,KLT_S_2014,5,7,6,5,16,.,3,0,.,16,16,0,0,98,9.25,0,38,,63,,,,,,0
,2014,KLT,S,KLT_S,KLT_S_2014,KLT_S_2014,9,4,3,6,38,.,0,16,.,38,16,0,16,86,1.75,1,16,,16,,,,,,0
,2014,KLT,S,KLT_S,KLT_S_2014,KLT_S_2014,6,5,5,6,63,.,0,0,.,16,16,0,0,98,5,0,16,,16,,,,,,0
,2014,KLT,S,KLT_S,KLT_S_2014,KLT_S_2014,5,6,6,5,86,.,0,0,.,16,0,0,0,98,7.5,0,0,,0,,,,,,0
